user_id,track_id,playcount
7281decf7f5c642aecaa5fbd31317f45fe21cdcb,54bm2e3tk8cliUz3VSdCPZ,35
7281decf7f5c642aecaa5fbd31317f45fe21cdcb,5EhzE6HJaCcLFrf5rPqvpk,30
7281decf7f5c642aecaa5fbd31317f45fe21cdcb,5ZduaRci3iNUiDfJbBfAaf,4
7281decf7f5c642aecaa5fbd31317f45fe21cdcb,5eY7692tmgHB9dbmq6wa2M,4
7281decf7f5c642aecaa5fbd31317f45fe21cdcb,6SpLc7EXZIPpy0sVko0aoU,47
7281decf7f5c642aecaa5fbd31317f45fe21cdcb,7CAdT0HdiQNlt1C7xk2hep,28
7281decf7f5c642aecaa5fbd31317f45fe21cdcb,7CoMBpPTwQi2wPT0U0Nr9b,3
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,0dEPlb8waIqRtKpLb3l6So,9
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,0y9uTzK9cNKSAEHnpeRG8C,3
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,1IF5UcqRO42D12vYwceOY6,8
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,3Zwu2K0Qa5sT6teCCHPShP,3
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,3kzXT2poHInDISrXOgT1PR,10
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,4KfSdst7rW39C0sfhArdrz,5
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,4VqPOruhp5EdPBeR92t6lQ,5
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,5jzEwSyyymBlf1fa1o39T2,43
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,62oLxos6R04SVYL1lXidvu,5
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,6WkJ2OK163XXS2oARUC9JM,20
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,6afQ4fJDJ9QqU5BKIH99Ej,30
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,6c4Po8zyQjB4cR5XgLhcGb,7
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,6vN77lE9LK6HP2DewaN6HZ,9
7b6939cd71c6e2ea73fec2a86bf1cf293720328e,6w9GrSUaQQIaMBYtabge7p,3
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,0ARK753YaiJbpLUk7z5yIM,43
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,0utlOiJy2weVl9WTkcEWHy,2
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,1560osUcXrnov6yuOjXvc1,1
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,1RMJOxR6GRPsBHL8qeC2ux,10
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,23RoR84KodL5HWvUTneQ1w,5
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,3aw9iWUQ3VrPQltgwvN9Xu,6
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,3jDdpx9PMlfMBS5tOBHFm9,6
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,4P5KoWXOxwuobLmHXLMobV,21
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,5467KZaTToEB680WvOd9w5,5
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,5XsAal7ZcWg1I5T4NcRjkv,3
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,5jsw9uXEGuKyJzs0boZ1bT,4
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,5kqIPrATaCc2LqxVWzQGbk,3
a888a52132c0dbc9bbabffbcbbd9e4e0a2025af2,6I3mqTwhRpn34SLVafSH7G,3
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,01K4zKU104LyJ8gMb7227B,10
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,0E0DRHf5PfMeor0ZCwB3oT,10
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,0HlMshB5JmZjPNbOuOgFHN,3
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,0KzAbK6nItSqNh8q70tb0K,19
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,0hrBpAOgrt8RXigk83LLNE,9
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,1cZHUhGz7xJ8c4szDipipd,39
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,1vYXt7VSjH9JIM5oRRo7vA,6
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,1whKKdtCiFjN7MW7DrIRUH,4
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,2M2WJ7gBlcKNxdhyfPp9zY,5
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,3k3NWokhRRkEPhCzPmV8TW,7
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,6QdwofpqDvvNxX88C9A0iQ,1
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,6kvoHl80mfCVTv7XnZkjQn,9
ac6cd49cbe7b87bba0858d530ebbae5c5d28b2a3,7BlBVFwvbWvcwNcUarQmjk,18
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,0RLLvYBopDwooCyvnTwgYu,1
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,0U0ldCRmgCqhVvD6ksG63j,2
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,0bYg9bo50gSsH3LtXe2SQn,7
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,0nbXyq5TXYPCO7pr3N8S4I,10
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,1S3SAFqLBWk3HaR5UyXp43,6
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,1pr9TZGOXeJUggIal1Wq3R,5
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,2JN3ugW1cEahbYw0I5mw5U,6
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,3AjSfp5FDvwtMU9XBsbS8j,19
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,3YKptz29AsOlm7WAVnztBh,48
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,58f4twRnbZOOVUhMUpplJ4,33
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,5Wxkvvb6pLky16pwq4gBI3,4
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,61dCUoMCg28qEBzrW6htYM,8
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,771KDfpsOtJPQmocQpMdkR,19
b5eaef5a02bbd56fa7be24b1fd010eb1cae9cdba,7lQ8MOhq6IN2w8EYcFNSUk,7
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,05wIrZSwuaVWhcv5FfqeH0,1
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,0LZy30mVmxqUpdQmaXKXBd,8
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,0wihfILRNOwE2156Shezc8,1
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,1Xi84slp6FryDSCbzq4UCD,9
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,2fXwCWkh6YG5zU1IyvQrbs,9
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,2vmfvSoZBFAt9hhRoEByLi,1
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,33ZXjLCpiINn8eQIDYEPTD,1
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,3EYOJ48Et32uATr9ZmLnAo,6
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,3ZaEs1O8BG581qYPHpQ8d6,2
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,4HOryCnbme0zBnF8LWij3f,2
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,4iz9lGMjU1lXS51oPmUmTe,4
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,5XsAal7ZcWg1I5T4NcRjkv,5
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,5w9c2J52mkdntKOmRLeM2m,10
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,6AI3ezQ4o3HUoP6Dhudph3,9
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,6KqM3xmPIDonsTjCSGrrr5,2
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,6NIJqFHB5cHAn064JCP7Li,10
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,7DOh0tBGnyMt6C5OO7o8Yq,3
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,7bHT9osSq1rwT2yaImzqCi,6
cd169e6bbde5b63b9bfbdad998b45bb30cfaf029,7gSQv1OHpkIoAdUiRLdmI6,30
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,05RgAMGypEvqhNs5hPCbMS,8
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,08mG3Y1vljYA6bvDt4Wqkj,3
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,0E0DRHf5PfMeor0ZCwB3oT,10
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,1TcF5F10EN17vraisG1gQv,1
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,1zgHn1EqUyA0HqNYMdJ5ia,5
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,26w9NTiE9NGjW1ZvIOd1So,31
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,2fXwCWkh6YG5zU1IyvQrbs,4
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,3YgtkOxZsTuaZdL8McA1FQ,8
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,448158cOtdLyR59DJnzpON,4
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,4lH6nENd1y81jp7Yt9lTBX,9
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,5PCGEfALcpGtURIuTqvX0R,7
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,6GomT970rCOkKAyyrwJeZi,4
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,6UFivO2zqqPFPoQYsEMuCc,22
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,78QR3Wp35dqAhFEc2qAGjE,10
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,7wCmS9TTVUcIhRalDYFgPy,12
ce84a0de7cae70f3ef5ababd59a9ed55e5eabceb,7ySC0IjVS1PMEdsZOvsUK2,7
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,09CtPGIpYB4BrO8qb1RGsF,6
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,0BiDnJFB3TlRB6aji7jUz3,2
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,0GjEhVFGZW8afUYGChu3Rr,8
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,1EDPVGbyPKJPeGqATwXZvN,9
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,1iSqfoUFnQwV0QW1EfUit8,9
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,1r1fPuhj9H4VdXr7OK6FL5,9
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,2WfaOiMkCvy7F5fcp2zZ8L,9
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,2f0pn9DkEJwAzXApnFh5cr,1
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,3FAJ6O0NOHQV8Mc5Ri6ENp,5
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,4AE7Lj39VnSZNOmGH2iZaq,10
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,4pkb8SbRGeHAvdb87v9rpf,3
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,5G2f63n7IPVPPjfNIGih7Q,7
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,6GtX0jaNL8IjVQfrDBx81z,23
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,6Nm8h73ycDG2saCnZV8poF,1
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,6ZFbXIJkuI1dVNWvzJzown,28
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,6txWz9UapYHVxEd7dDIHXT,23
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,76Ku9OBFK1NjMylR8r4WLK,34
cedc0de9183c8f57efe78ab33b2ae40d6bad8d5a,7CiDwKE62N6ey3LyG6s7xc,6
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,07UFnnK3uPIuKv5Rs9TmXl,30
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,0SqqAgdovOE24BzxIClpjw,18
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,1fr92Vupmcs2vgLMFVQ7rd,44
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,1oYYd2gnWZYrt89EBXdFiO,29
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,23TwR29GSeJBfXnXhmDlwR,18
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,2hn2zOA2XFlv6DSmesylrL,50
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,2tnSBYJyGGYD0Gbn07tTHZ,29
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,30D9x5LFgL2o9xidjX2wtE,9
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,3hkC9EHFZNQPXrtl8WPHnX,1
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,41wtwzCZkXwpnakmwJ239F,9
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,5w40ZYhbBMAlHYNDaVJIUu,46
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,6Hn9Uc1mMNfqChXU3txNke,27
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,6MdqqkQ8sSC0WB4i8PyRuQ,1
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,6naxalmIoLFWR0siv8dnQQ,8
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,6sy3LkhNFjJWlaeSMNwQ62,1
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,7BKLCZ1jbUBVqRi2FVlTVw,37
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,7K1BLb6MpvKuGEPpHw35mO,10
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,7hR22TOX3RorxJPcsz5Wbo,8
d2f5731b0c098d1c1794ca8dfb9d04ba4b5e36ac,7mitXLIMCflkhZiD34uEQI,8
dadfccbce096dda7aeaf1a395aa5d0b2fa49cd50,0uI7yAKUf52Cn7y3sYyjiX,5
dadfccbce096dda7aeaf1a395aa5d0b2fa49cd50,1yKAqZoi8xWGLCf5vajroL,2
dadfccbce096dda7aeaf1a395aa5d0b2fa49cd50,2EM9zpAc7PVeoAydmbfVIL,10
dadfccbce096dda7aeaf1a395aa5d0b2fa49cd50,3Kj2EWpIBnvETsYq4cq0IH,8
dadfccbce096dda7aeaf1a395aa5d0b2fa49cd50,3hkC9EHFZNQPXrtl8WPHnX,7
dadfccbce096dda7aeaf1a395aa5d0b2fa49cd50,4kLLWz7srcuLKA7Et40PQR,4
dadfccbce096dda7aeaf1a395aa5d0b2fa49cd50,6QT6j7rKt7Vk3IuV2AUO9W,3
dadfccbce096dda7aeaf1a395aa5d0b2fa49cd50,6pcywuOeGGWeOQzdUyti6k,8
dadfccbce096dda7aeaf1a395aa5d0b2fa49cd50,73fZnvwSUlWwt9LLRkknzs,6
dadfccbce096dda7aeaf1a395aa5d0b2fa49cd50,7vcDJCAO356RYkCfiUozmE,3
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,04mAOoQNsXmDJlyupJwmkO,9
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,0Puj4YlTm6xNzDDADXHMI9,6
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,0UaaFmF3xUwMjnuAHBq7qL,4
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,0VgkVdmE4gld66l8iyGjgx,22
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,1BncfTJAWxrsxyT9culBrj,10
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,2RWFncSWZEhSRRifqiDNVV,3
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,305WCRhhS10XUcH6AEwZk6,35
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,48UPSzbZjgc449aqz8bxox,2
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,4TnUKixNWMfajncgdSwFoi,7
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,4gMgiXfqyzZLMhsksGmbQV,4
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,54ELExv56KCAB4UP9cOCzC,3
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,5AH31dDNgxCMGDdxubNNn4,12
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,5PCGEfALcpGtURIuTqvX0R,8
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,5vDNippoMr52KpXBO9b9KQ,9
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,65uoaqX5qcjXZRheAj1qQT,9
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,6I3mqTwhRpn34SLVafSH7G,6
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,6VObnIkLVruX4UVyxWhlqm,10
e033f1b2bcb86f540af9a1f4adbf8541c89cf4ec,7ySC0IjVS1PMEdsZOvsUK2,8
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,0d28khcov6AiegSCpG5TuT,10
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,0vB4Vd6PtkJSEnWsmqATnZ,1
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,13VXuHw3O8Yt7VwRIDqSo4,8
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,1aRd5tMVhiRyMJLmSOg2IF,1
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,1hZsWUnLbqRw09jLAMQSsb,29
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,23oxJmDc1V9uLUSmN2LIvx,5
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,2LawezPeJhN4AWuSB0GtAU,10
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,2M2WJ7gBlcKNxdhyfPp9zY,10
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,2bLqfJjuC5syrsgDsZfGmn,41
e0fcfd88dbbfc8329ba956a012d2465c52f65e24,37ZJ0p5Jm13JPevGcx4SkF,8
